@relation 'Public_School_Characteristics_2018-19_?Miss-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C70-L70-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C52-L52-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C21-L21-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C22-L22-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C23-L23-weka.filters.unsupervised.attribute.StringToNominal-R19-weka.filters.unsupervised.attribute.Remove-R12-weka.filters.unsupervised.attribute.Remove-R15-weka.filters.unsupervised.attribute.Remove-R70-weka.filters.unsupervised.attribute.Remove-R70-weka.filters.unsupervised.attribute.Remove-R36-weka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant-A22-35-R0-Fyyyy-MM-dd\'T\'HH:mm:ss-weka.filters.unsupervised.attribute.Remove-R36-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C36-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C37-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C38-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C39-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C40-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C41-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C42-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C43-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C48-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C51-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C52-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C53-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C54-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C55-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C56-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C57-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C58-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C59-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C60-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C61-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C62-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C63-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C64-Lfirst-last-M-weka.filters.unsupervised.attribute.NumericToNominal-R46-weka.filters.unsupervised.attribute.MergeManyValues-C46-LCity-R1,2,3-weka.filters.unsupervised.attribute.MergeManyValues-C46-LSuburb-R1,2,3-weka.filters.unsupervised.attribute.MergeManyValues-C46-LTown-R1,2,3-weka.filters.unsupervised.attribute.MergeManyValues-C46-LRural-R1,2,3-weka.filters.unsupervised.instance.Resample-S1-Z2.0-no-replacement-weka.filters.unsupervised.attribute.Remove-R3,5,9-13,15,47-weka.filters.unsupervised.attribute.Remove-R6-weka.filters.unsupervised.attribute.Remove-R1-3,5-6,10-36,38,41-42,44-49,51-57,59,61'

@attribute STABR {AK,AL,AR,AS,AZ,CA,CO,CT,DC,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,PR,RI,SC,SD,TN,TX,UT,VA,VI,VT,WA,WI,WV,WY,BI,GU}
@attribute GSLO {PK,09,KG,07,'M ',03,08,05,06,10,02,04,01,12,'N ',UG,11,AE}
@attribute GSHI {05,12,06,02,08,01,07,09,04,03,KG,10,PK,11,'N ',UG,13,AE}
@attribute VIRTUAL {'Not Virtual','Supplemental Virtual','Virtual with face to face options',N,M,'Full Virtual'}
@attribute ULOCALE {City,Suburb,Town,Rural}
@attribute TITLEI {1-Yes,'Not Applicable',Missing}
@attribute STITLEI {1-Yes,'Not Applicable',2-No,Missing}
@attribute ASALM numeric
@attribute WHALF numeric
@attribute SCHOOL_TYPE_TEXT {'Regular school','Alternative/other school','Special education school','Vocational school'}
@attribute SCHOOL_LEVEL {Elementary,High,Other,'Not reported',Middle,Secondary,Prekindergarten,'Not applicable',Ungraded,'Adult Education'}
@attribute CHARTER_TEXT {No,Yes,Missing}
@attribute MAGNET_TEXT {No,Missing,Yes,'Not Applicable'}

@data
NC,PK,05,'Not Virtual',Rural,1-Yes,1-Yes,1,105,'Regular school',Elementary,No,No
TX,10,12,'Not Virtual',Suburb,1-Yes,1-Yes,0,3,'Alternative/other school',High,No,No
FL,06,08,'Not Virtual',Suburb,1-Yes,1-Yes,4,59,'Regular school',Middle,No,No
MD,PK,05,'Not Virtual',Suburb,'Not Applicable','Not Applicable',95,158,'Regular school',Elementary,No,No
OH,01,05,'Not Virtual',Suburb,1-Yes,1-Yes,5,151,'Regular school',Elementary,No,'Not Applicable'
TX,09,12,'Not Virtual',City,1-Yes,2-No,105,495,'Regular school',High,No,No
AZ,07,12,'Not Virtual',Suburb,1-Yes,2-No,28,675,'Regular school',High,No,'Not Applicable'
AL,01,06,'Not Virtual',Town,1-Yes,1-Yes,11,137,'Regular school',Elementary,No,No
FL,PK,05,'Not Virtual',Suburb,1-Yes,1-Yes,10,20,'Regular school',Elementary,No,No
PA,05,06,'Not Virtual',Town,1-Yes,1-Yes,1,469,'Regular school',Middle,No,No
GA,09,12,'Not Virtual',City,1-Yes,1-Yes,1,103,'Regular school',High,No,No
TX,PK,06,'Not Virtual',City,1-Yes,1-Yes,9,25,'Regular school',Elementary,Yes,No
TX,09,12,'Not Virtual',Suburb,'Not Applicable','Not Applicable',122,1118,'Regular school',High,No,No
OR,KG,05,'Not Virtual',Town,1-Yes,1-Yes,5,112,'Regular school',Elementary,No,Missing
TX,05,09,'Not Virtual',Rural,1-Yes,1-Yes,1,5,'Regular school',Middle,No,No
UT,KG,06,'Not Virtual',Suburb,1-Yes,1-Yes,3,166,'Regular school',Elementary,No,No
CA,09,12,'Not Virtual',City,1-Yes,2-No,323,16,'Regular school',High,No,No
TX,06,08,'Not Virtual',Town,1-Yes,1-Yes,1,91,'Regular school',Middle,No,No
LA,08,09,'Not Virtual',Suburb,1-Yes,1-Yes,2,233,'Regular school',Secondary,No,No
VA,06,08,'Not Virtual',Suburb,'Not Applicable','Not Applicable',18,360,'Regular school',Middle,No,No
NY,PK,06,'Not Virtual',Rural,1-Yes,1-Yes,0,90,'Regular school',Elementary,No,No
PA,05,09,'Not Virtual',City,1-Yes,1-Yes,13,2,'Regular school',Middle,Yes,No
OH,02,06,'Not Virtual',Suburb,1-Yes,2-No,5,272,'Regular school',Elementary,No,'Not Applicable'
NC,KG,08,'Not Virtual',Rural,1-Yes,1-Yes,0,72,'Regular school',Elementary,Yes,No
PA,KG,06,'Not Virtual',Suburb,'Not Applicable','Not Applicable',1,158,'Regular school',Elementary,No,No
NY,PK,01,'Not Virtual',Suburb,'Not Applicable','Not Applicable',5,182,'Regular school',Elementary,No,No
WA,KG,06,'Not Virtual',Suburb,1-Yes,2-No,42,127,'Regular school',Elementary,No,No
NY,09,12,'Not Virtual',City,1-Yes,1-Yes,4,4,'Regular school',High,Yes,No
NC,09,12,'Not Virtual',Suburb,'Not Applicable','Not Applicable',25,668,'Regular school',High,No,No
GA,06,08,'Not Virtual',City,1-Yes,1-Yes,5,112,'Regular school',Middle,No,No
NC,KG,12,'Not Virtual',Town,1-Yes,1-Yes,0,7,'Alternative/other school',Other,No,No
TX,PK,06,'Not Virtual',City,1-Yes,1-Yes,11,14,'Regular school',Elementary,No,No
NC,PK,05,'Not Virtual',Suburb,1-Yes,1-Yes,4,84,'Regular school',Elementary,No,No
VA,06,08,'Not Virtual',City,'Not Applicable','Not Applicable',22,376,'Regular school',Middle,No,No
NY,09,12,'Not Virtual',City,1-Yes,1-Yes,56,41,'Vocational school',High,No,No
PA,KG,08,'Not Virtual',City,1-Yes,1-Yes,6,1,'Regular school',Elementary,No,No
NY,PK,08,'Not Virtual',City,1-Yes,1-Yes,0,1,'Regular school',Elementary,No,No
MI,KG,04,'Not Virtual',Rural,'Not Applicable','Not Applicable',1,194,'Regular school',Elementary,No,No
OH,KG,06,'Not Virtual',Suburb,1-Yes,2-No,16,242,'Regular school',Elementary,No,'Not Applicable'
OR,KG,08,'Not Virtual',Suburb,'Not Applicable','Not Applicable',13,150,'Regular school',Elementary,Yes,Missing
VA,09,12,'Supplemental Virtual',Rural,'Not Applicable','Not Applicable',14,359,'Regular school',High,No,No
PA,07,12,'Not Virtual',Suburb,1-Yes,2-No,2,167,'Regular school',High,No,No
SC,PK,05,'Not Virtual',Rural,'Not Applicable','Not Applicable',7,138,'Regular school',Elementary,No,No
FL,06,08,'Not Virtual',City,1-Yes,1-Yes,2,98,'Regular school',Middle,Yes,No
SD,KG,04,'Not Virtual',Rural,1-Yes,1-Yes,0,48,'Regular school',Elementary,No,Missing
MI,06,08,'Not Virtual',Suburb,1-Yes,1-Yes,35,222,'Regular school',Middle,No,No
CA,KG,06,'Not Virtual',Suburb,1-Yes,2-No,2,9,'Regular school',Elementary,Yes,No
TX,PK,04,'Not Virtual',Suburb,1-Yes,1-Yes,59,32,'Regular school',Elementary,No,No
SC,PK,05,'Not Virtual',Rural,'Not Applicable','Not Applicable',6,360,'Regular school',Elementary,No,No
TX,PK,02,'Not Virtual',Town,1-Yes,1-Yes,0,7,'Regular school',Elementary,No,No
OR,06,08,'Not Virtual',Suburb,1-Yes,1-Yes,52,60,'Regular school',Middle,No,Missing
TX,07,08,'Not Virtual',Town,1-Yes,1-Yes,5,10,'Regular school',Middle,No,No
MT,PK,06,'Not Virtual',Rural,1-Yes,1-Yes,0,39,'Regular school',Elementary,Missing,Missing
VA,09,12,'Supplemental Virtual',Suburb,'Not Applicable','Not Applicable',23,254,'Regular school',High,No,No
AK,PK,12,'Supplemental Virtual',Rural,1-Yes,2-No,0,9,'Regular school',Other,No,No
PA,05,08,'Not Virtual',Suburb,'Not Applicable','Not Applicable',21,308,'Regular school',Middle,No,No
TX,KG,05,'Not Virtual',Suburb,1-Yes,1-Yes,0,81,'Regular school',Elementary,No,No
TX,PK,05,'Not Virtual',City,1-Yes,1-Yes,1,22,'Regular school',Elementary,No,No
CA,09,12,'Supplemental Virtual',City,1-Yes,2-No,102,228,'Regular school',High,No,No
PA,07,08,'Not Virtual',Suburb,1-Yes,1-Yes,0,148,'Regular school',Middle,No,No
GA,08,12,'Not Virtual',Rural,1-Yes,1-Yes,0,16,'Regular school',High,No,No
MI,KG,05,'Not Virtual',City,1-Yes,1-Yes,3,100,'Regular school',Elementary,No,No
NE,07,12,'Not Virtual',Rural,'Not Applicable','Not Applicable',0,69,'Regular school',High,Missing,Missing
TX,PK,05,'Not Virtual',Suburb,1-Yes,1-Yes,0,0,'Regular school',Elementary,No,No
AL,PK,04,'Not Virtual',Town,1-Yes,1-Yes,3,248,'Regular school',Elementary,No,No
FL,06,08,'Not Virtual',Suburb,1-Yes,1-Yes,4,19,'Regular school',Middle,No,No
NY,10,12,'Not Virtual',City,1-Yes,1-Yes,5,11,'Regular school',High,No,No
VA,PK,05,'Not Virtual',Town,1-Yes,1-Yes,2,207,'Regular school',Elementary,No,No
NY,09,12,'Not Virtual',Rural,'Not Applicable','Not Applicable',2,193,'Regular school',High,No,No
TX,PK,05,'Not Virtual',Rural,1-Yes,1-Yes,0,1,'Regular school',Elementary,No,No
NY,PK,05,'Not Virtual',City,1-Yes,1-Yes,22,10,'Regular school',Elementary,No,No
NY,KG,03,'Not Virtual',Suburb,1-Yes,2-No,6,176,'Regular school',Elementary,No,No
TX,PK,04,'Not Virtual',Suburb,1-Yes,1-Yes,2,93,'Regular school',Elementary,No,No
WI,PK,05,'Not Virtual',Rural,1-Yes,2-No,0,109,'Regular school',Elementary,No,No
TX,06,08,'Not Virtual',Suburb,1-Yes,1-Yes,79,227,'Regular school',Middle,No,No
NY,09,12,'Not Virtual',City,1-Yes,1-Yes,5,1,'Regular school',High,Yes,No
GA,PK,05,'Not Virtual',Suburb,1-Yes,1-Yes,0,10,'Regular school',Elementary,No,No
VA,09,12,'Supplemental Virtual',Rural,'Not Applicable','Not Applicable',0,143,'Regular school',High,No,No
NY,03,12,'Not Virtual',City,1-Yes,1-Yes,7,30,'Regular school',Other,Yes,No
FL,PK,05,'Not Virtual',City,1-Yes,1-Yes,17,255,'Regular school',Elementary,No,No
SD,09,12,'Supplemental Virtual',Rural,1-Yes,2-No,2,48,'Regular school',High,No,Missing
OH,07,08,'Not Virtual',Town,1-Yes,1-Yes,1,116,'Regular school',Middle,No,'Not Applicable'
PA,06,08,'Not Virtual',Suburb,1-Yes,2-No,0,161,'Regular school',Middle,No,No
TX,PK,05,'Not Virtual',City,1-Yes,1-Yes,10,70,'Regular school',Elementary,No,No
TX,PK,07,'Not Virtual',City,1-Yes,1-Yes,0,4,'Regular school',Elementary,No,No
KS,KG,05,'Not Virtual',Rural,1-Yes,1-Yes,5,228,'Regular school',Elementary,No,No
MS,PK,06,'Not Virtual',Rural,1-Yes,1-Yes,0,207,'Regular school',Elementary,No,No
OH,PK,01,'Not Virtual',Town,1-Yes,1-Yes,1,173,'Regular school',Elementary,No,'Not Applicable'
NY,04,06,'Not Virtual',Suburb,'Not Applicable','Not Applicable',11,32,'Regular school',Middle,No,No
NE,05,08,'Not Virtual',Town,1-Yes,1-Yes,0,55,'Regular school',Middle,Missing,Missing
OR,03,05,'Not Virtual',Rural,1-Yes,1-Yes,0,81,'Regular school',Elementary,No,Missing
GA,PK,05,'Not Virtual',Town,1-Yes,1-Yes,3,85,'Regular school',Elementary,No,No
SD,06,08,'Not Virtual',Rural,1-Yes,1-Yes,0,20,'Regular school',Middle,No,Missing
NY,06,08,'Not Virtual',City,1-Yes,1-Yes,1,1,'Regular school',Middle,No,No
WY,PK,05,'Not Virtual',City,1-Yes,1-Yes,0,113,'Regular school',Elementary,No,No
PA,KG,08,'Not Virtual',City,1-Yes,1-Yes,3,2,'Regular school',Elementary,No,No
UT,KG,06,'Not Virtual',Suburb,'Not Applicable','Not Applicable',1,211,'Regular school',Elementary,No,No
MI,07,07,'Not Virtual',Town,'Not Applicable','Not Applicable',1,88,'Special education school',Middle,No,Yes
MT,PK,05,'Not Virtual',Town,1-Yes,1-Yes,4,102,'Regular school',Elementary,Missing,Missing
CA,09,12,'Not Virtual',City,1-Yes,1-Yes,43,28,'Special education school',High,No,No
NY,PK,05,'Not Virtual',Rural,1-Yes,1-Yes,2,153,'Regular school',Elementary,No,No
AL,05,08,'Not Virtual',Rural,1-Yes,1-Yes,0,128,'Regular school',Middle,No,No
WY,06,08,'Not Virtual',Rural,1-Yes,1-Yes,2,42,'Regular school',Middle,No,No
OH,09,12,'Not Virtual',Town,1-Yes,1-Yes,0,125,'Regular school',High,No,'Not Applicable'
TX,06,08,'Not Virtual',Rural,'Not Applicable','Not Applicable',21,200,'Regular school',Middle,No,No
TX,05,08,'Not Virtual',Rural,1-Yes,1-Yes,0,127,'Regular school',Middle,No,No
SD,KG,08,'Not Virtual',Rural,1-Yes,1-Yes,0,8,'Regular school',Elementary,No,Missing
MI,12,12,'Not Virtual',Suburb,'Not Applicable','Not Applicable',5,19,'Special education school',High,No,No
CA,KG,08,'Supplemental Virtual',Rural,'Not Applicable','Not Applicable',0,3,'Regular school',Elementary,No,No
NC,PK,05,'Not Virtual',Rural,'Not Applicable','Not Applicable',9,227,'Regular school',Elementary,No,No
TX,PK,05,'Not Virtual',Suburb,'Not Applicable','Not Applicable',32,249,'Regular school',Elementary,No,No
OH,06,08,'Not Virtual',Rural,1-Yes,2-No,1,226,'Regular school',Middle,No,'Not Applicable'
VA,PK,05,'Not Virtual',Rural,1-Yes,1-Yes,2,185,'Regular school',Elementary,No,No
TX,09,12,'Not Virtual',City,1-Yes,1-Yes,9,26,'Regular school',High,No,No
KY,09,12,'Supplemental Virtual',Town,1-Yes,1-Yes,0,228,'Regular school',High,Missing,No
OR,06,12,'Supplemental Virtual',Rural,'Not Applicable','Not Applicable',0,1,'Regular school',High,No,Missing
AL,06,08,'Not Virtual',Rural,1-Yes,1-Yes,0,0,'Regular school',Middle,No,No
NC,09,12,'Supplemental Virtual',Rural,1-Yes,2-No,0,221,'Regular school',High,No,No
OH,07,08,'Not Virtual',Suburb,1-Yes,1-Yes,2,191,'Regular school',Middle,No,'Not Applicable'
CA,09,12,'Not Virtual',Suburb,'Not Applicable','Not Applicable',211,661,'Regular school',High,No,No
GA,PK,05,'Not Virtual',Suburb,'Not Applicable','Not Applicable',25,156,'Regular school',Elementary,No,No
MI,09,12,'Not Virtual',Suburb,1-Yes,2-No,0,402,'Regular school',High,No,No
FL,04,08,'Not Virtual',Rural,1-Yes,1-Yes,3,15,'Regular school',Middle,No,Yes
KS,09,12,'Not Virtual',Town,1-Yes,1-Yes,3,486,'Regular school',High,No,No
OR,06,08,'Not Virtual',City,1-Yes,1-Yes,9,169,'Regular school',Middle,No,Missing
WI,PK,05,'Supplemental Virtual',Rural,1-Yes,1-Yes,0,41,'Regular school',Elementary,No,No
AK,09,12,'Supplemental Virtual',City,1-Yes,1-Yes,136,142,'Regular school',High,No,No
TX,09,12,'Not Virtual',Town,1-Yes,1-Yes,2,103,'Regular school',High,No,No
TX,09,12,'Not Virtual',City,1-Yes,1-Yes,0,4,'Alternative/other school',High,Yes,No
CO,PK,05,'Not Virtual',Suburb,1-Yes,1-Yes,13,27,'Regular school',Elementary,No,No
OH,PK,01,'Not Virtual',Suburb,1-Yes,1-Yes,13,291,'Regular school',Elementary,No,'Not Applicable'
MI,09,12,'Not Virtual',Town,'Not Applicable','Not Applicable',2,450,'Regular school',High,No,No
ID,KG,05,'Not Virtual',City,'Not Applicable','Not Applicable',2,205,'Regular school',Elementary,No,No
MI,06,08,'Not Virtual',Suburb,1-Yes,1-Yes,1,270,'Regular school',Middle,No,No
OH,PK,05,'Not Virtual',Suburb,1-Yes,2-No,3,123,'Regular school',Elementary,No,'Not Applicable'
TX,KG,04,'Not Virtual',City,1-Yes,1-Yes,0,3,'Regular school',Elementary,Yes,No
CA,07,12,'Not Virtual',Town,1-Yes,1-Yes,0,2,'Alternative/other school',High,No,No
WI,06,12,'Supplemental Virtual',Rural,1-Yes,2-No,0,5,'Alternative/other school',High,No,No
GA,PK,05,'Not Virtual',Rural,'Not Applicable','Not Applicable',1,258,'Regular school',Elementary,No,No
GA,07,12,'Not Virtual',Rural,1-Yes,1-Yes,0,12,'Regular school',High,No,No
NY,06,08,'Not Virtual',Town,1-Yes,2-No,8,153,'Regular school',Middle,No,No
AK,09,12,'Supplemental Virtual',Rural,'Not Applicable','Not Applicable',0,152,'Regular school',High,No,No
MT,09,12,'Supplemental Virtual',Rural,1-Yes,2-No,13,588,'Regular school',High,Missing,Missing
PA,06,08,'Not Virtual',Suburb,1-Yes,2-No,8,216,'Regular school',Middle,No,No
GA,PK,05,'Not Virtual',Suburb,1-Yes,1-Yes,0,39,'Regular school',Elementary,No,No
NY,KG,04,'Not Virtual',Suburb,1-Yes,1-Yes,7,131,'Regular school',Elementary,No,No
NE,PK,PK,'Not Virtual',Town,'Not Applicable','Not Applicable',0,34,'Regular school',Prekindergarten,Missing,Missing
OH,05,08,'Not Virtual',Suburb,1-Yes,1-Yes,13,91,'Regular school',Middle,No,'Not Applicable'
TX,PK,04,'Not Virtual',Suburb,1-Yes,1-Yes,1,4,'Regular school',Elementary,No,No
SC,KG,08,'Supplemental Virtual',City,1-Yes,1-Yes,4,96,'Regular school',Elementary,Yes,No
IL,KG,04,'Not Virtual',Rural,'Not Applicable','Not Applicable',6,310,'Regular school',Elementary,No,No
MT,07,08,'Not Virtual',Rural,1-Yes,2-No,0,28,'Regular school',Middle,Missing,Missing
CA,07,08,'Supplemental Virtual',City,1-Yes,1-Yes,56,56,'Regular school',Middle,No,No
NC,09,12,'Not Virtual',Suburb,1-Yes,2-No,11,352,'Regular school',High,No,No
NY,01,06,'Not Virtual',Suburb,1-Yes,2-No,65,36,'Regular school',Elementary,No,No
VA,PK,05,'Not Virtual',City,1-Yes,1-Yes,0,25,'Regular school',Elementary,No,No
FL,PK,05,'Not Virtual',Suburb,1-Yes,1-Yes,16,178,'Regular school',Elementary,No,No
FL,KG,12,'Not Virtual',City,'Not Applicable','Not Applicable',1,24,'Special education school',Other,No,No
TX,06,09,'Not Virtual',Suburb,1-Yes,1-Yes,0,34,'Regular school',Middle,No,No
MI,09,12,'Not Virtual',City,'Not Applicable','Not Applicable',12,354,'Regular school',High,No,No
WI,PK,05,'Supplemental Virtual',City,'Not Applicable','Not Applicable',1,60,'Regular school',Elementary,Yes,No
NC,PK,05,'Not Virtual',Suburb,1-Yes,1-Yes,1,82,'Regular school',Elementary,No,No
NY,PK,05,'Not Virtual',City,1-Yes,1-Yes,429,32,'Regular school',Elementary,No,No
CA,KG,06,'Not Virtual',Suburb,1-Yes,1-Yes,206,54,'Regular school',Elementary,No,No
NC,KG,05,'Not Virtual',Rural,1-Yes,1-Yes,1,49,'Regular school',Elementary,No,No
GA,03,05,'Not Virtual',Rural,1-Yes,1-Yes,0,216,'Regular school',Elementary,No,No
NC,05,08,'Not Virtual',Rural,1-Yes,1-Yes,0,27,'Regular school',Middle,No,No
NC,KG,05,'Not Virtual',Suburb,1-Yes,1-Yes,9,152,'Regular school',Elementary,No,No
NY,KG,05,'Not Virtual',Suburb,'Not Applicable','Not Applicable',1,210,'Regular school',Elementary,No,No
CA,KG,05,'Not Virtual',Suburb,1-Yes,1-Yes,6,57,'Regular school',Elementary,No,No
NV,PK,04,'Not Virtual',Town,1-Yes,1-Yes,5,209,'Regular school',Elementary,No,No
AZ,06,08,'Not Virtual',Rural,1-Yes,1-Yes,0,19,'Regular school',Middle,No,'Not Applicable'
VA,06,08,'Not Virtual',Suburb,'Not Applicable','Not Applicable',106,217,'Regular school',Middle,No,Yes
PA,KG,05,'Not Virtual',Suburb,1-Yes,1-Yes,3,146,'Regular school',Elementary,No,No
VA,PK,06,'Not Virtual',Suburb,'Not Applicable','Not Applicable',178,136,'Regular school',Elementary,No,No
MI,PK,12,'Not Virtual',City,1-Yes,1-Yes,0,0,'Regular school',Other,Yes,No
MI,09,12,'Not Virtual',City,1-Yes,1-Yes,0,5,'Regular school',High,No,No
GA,PK,05,'Not Virtual',Rural,1-Yes,1-Yes,15,315,'Regular school',Elementary,No,No
MI,09,12,'Not Virtual',Rural,1-Yes,1-Yes,0,19,'Alternative/other school',High,No,No
NY,KG,05,'Not Virtual',Suburb,'Not Applicable','Not Applicable',2,119,'Regular school',Elementary,No,No
AZ,KG,08,'Not Virtual',City,1-Yes,1-Yes,1,199,'Regular school',Elementary,No,'Not Applicable'
MO,PK,05,'Not Virtual',Rural,1-Yes,1-Yes,0,109,'Regular school',Elementary,No,No
NC,06,08,'Supplemental Virtual',Rural,1-Yes,1-Yes,12,65,'Regular school',Middle,No,No
FL,PK,05,'Not Virtual',Suburb,1-Yes,1-Yes,0,4,'Regular school',Elementary,No,No
PA,07,09,'Not Virtual',Rural,'Not Applicable','Not Applicable',40,420,'Regular school',Middle,No,No
NC,PK,05,'Not Virtual',Town,1-Yes,1-Yes,1,156,'Regular school',Elementary,No,No
NJ,PK,05,'Not Virtual',Suburb,'Not Applicable','Not Applicable',86,34,'Regular school',Elementary,No,Missing
WY,PK,06,'Not Virtual',City,1-Yes,1-Yes,1,106,'Regular school',Elementary,No,No
NC,PK,05,'Not Virtual',City,1-Yes,1-Yes,30,36,'Regular school',Elementary,No,No
OR,KG,08,'Not Virtual',Rural,1-Yes,1-Yes,0,76,'Regular school',Elementary,Yes,Missing
WA,PK,05,'Not Virtual',City,1-Yes,1-Yes,25,34,'Regular school',Elementary,No,No
AL,PK,05,'Not Virtual',Suburb,1-Yes,1-Yes,0,7,'Regular school',Elementary,No,No
AL,08,12,'Not Virtual',Suburb,'Not Applicable','Not Applicable',1,76,'Regular school',High,No,No
MO,PK,06,'Not Virtual',Rural,1-Yes,1-Yes,0,39,'Regular school',Elementary,No,No
AZ,KG,08,'Not Virtual',Suburb,1-Yes,1-Yes,27,21,'Regular school',Elementary,No,'Not Applicable'
VA,04,06,'Not Virtual',Suburb,'Not Applicable','Not Applicable',52,97,'Regular school',Middle,No,No
CA,09,12,'Not Virtual',City,1-Yes,2-No,305,12,'Regular school',High,No,No
NY,03,05,'Not Virtual',Suburb,'Not Applicable','Not Applicable',3,74,'Regular school',Elementary,No,No
FL,06,08,'Not Virtual',Rural,1-Yes,2-No,16,291,'Regular school',Middle,No,Yes
NC,KG,08,'Not Virtual',City,'Not Applicable','Not Applicable',4,172,'Regular school',Elementary,Yes,No
TX,PK,04,'Not Virtual',Rural,1-Yes,1-Yes,0,38,'Regular school',Elementary,No,No
ID,PK,04,'Not Virtual',Town,1-Yes,2-No,0,179,'Regular school',Elementary,No,No
MI,UG,UG,'Not Virtual',Suburb,'Not Applicable','Not Applicable',1,9,'Special education school',Ungraded,No,No
FL,PK,05,'Not Virtual',Suburb,1-Yes,1-Yes,6,160,'Regular school',Elementary,No,No
NC,06,08,'Not Virtual',Suburb,1-Yes,1-Yes,11,217,'Regular school',Middle,No,No
CA,09,12,'Not Virtual',Suburb,1-Yes,1-Yes,62,152,'Regular school',High,No,No
ID,PK,05,'Not Virtual',City,'Not Applicable','Not Applicable',0,167,'Regular school',Elementary,No,Yes
MI,PK,05,'Not Virtual',City,1-Yes,1-Yes,0,6,'Regular school',Elementary,No,No
TX,06,08,'Not Virtual',Rural,1-Yes,1-Yes,0,21,'Regular school',Middle,No,No
AZ,09,12,'Not Virtual',Town,1-Yes,1-Yes,1,27,'Regular school',High,No,'Not Applicable'
AZ,09,12,'Not Virtual',Suburb,1-Yes,2-No,15,652,'Regular school',High,No,'Not Applicable'
PA,KG,08,'Not Virtual',Town,1-Yes,1-Yes,2,204,'Regular school',Elementary,No,No
OH,PK,04,'Not Virtual',Suburb,1-Yes,2-No,11,267,'Regular school',Elementary,No,'Not Applicable'
PA,07,08,'Not Virtual',Suburb,'Not Applicable','Not Applicable',2,166,'Regular school',Middle,No,No
NC,PK,05,'Not Virtual',City,1-Yes,1-Yes,1,1,'Regular school',Elementary,No,No
ID,PK,05,'Not Virtual',Rural,1-Yes,1-Yes,0,56,'Regular school',Elementary,No,No
TX,PK,PK,'Not Virtual',Suburb,1-Yes,1-Yes,3,30,'Regular school',Prekindergarten,No,No
MI,PK,05,'Not Virtual',Suburb,1-Yes,1-Yes,5,74,'Regular school',Elementary,No,No
TX,PK,PK,'Not Virtual',Suburb,1-Yes,1-Yes,0,3,'Alternative/other school',Prekindergarten,Yes,No
WA,PK,PK,'Not Virtual',Suburb,'Not Applicable','Not Applicable',29,26,'Regular school',Prekindergarten,No,No
GA,PK,05,'Not Virtual',Rural,1-Yes,1-Yes,3,216,'Regular school',Elementary,No,No
OH,KG,05,'Not Virtual',Suburb,1-Yes,2-No,4,205,'Regular school',Elementary,No,'Not Applicable'
RI,09,12,'Not Virtual',Suburb,1-Yes,1-Yes,6,151,'Regular school',High,No,Missing
OH,05,08,'Not Virtual',Town,1-Yes,1-Yes,12,308,'Regular school',Middle,No,'Not Applicable'
WI,09,12,'Supplemental Virtual',City,1-Yes,2-No,0,12,'Alternative/other school',High,Yes,No
NY,PK,05,'Not Virtual',Suburb,1-Yes,1-Yes,0,2,'Regular school',Elementary,No,No
