@relation 'Public_School_Characteristics_2018-19_?Miss-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C70-L70-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C52-L52-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C21-L21-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C22-L22-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C23-L23-weka.filters.unsupervised.attribute.StringToNominal-R19-weka.filters.unsupervised.attribute.Remove-R12-weka.filters.unsupervised.attribute.Remove-R15-weka.filters.unsupervised.attribute.Remove-R70-weka.filters.unsupervised.attribute.Remove-R70-weka.filters.unsupervised.attribute.Remove-R36-weka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant-A22-35-R0-Fyyyy-MM-dd\'T\'HH:mm:ss-weka.filters.unsupervised.attribute.Remove-R36-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C36-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C37-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C38-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C39-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C40-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C41-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C42-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C43-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C48-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C51-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C52-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C53-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C54-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C55-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C56-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C57-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C58-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C59-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C60-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C61-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C62-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C63-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C64-Lfirst-last-M-weka.filters.unsupervised.attribute.NumericToNominal-R46-weka.filters.unsupervised.attribute.MergeManyValues-C46-LCity-R1,2,3-weka.filters.unsupervised.attribute.MergeManyValues-C46-LSuburb-R1,2,3-weka.filters.unsupervised.attribute.MergeManyValues-C46-LTown-R1,2,3-weka.filters.unsupervised.attribute.MergeManyValues-C46-LRural-R1,2,3-weka.filters.unsupervised.instance.Resample-S1-Z2.0-no-replacement-V-weka.filters.unsupervised.instance.Resample-S1-Z1.0-no-replacement-weka.filters.unsupervised.attribute.Remove-R3,5,8-13,15,47-weka.filters.unsupervised.attribute.Remove-R1-3,5-6,10-36,38,41-42,44-49,51-57,59,61'

@attribute STABR {AK,AL,AR,AS,AZ,CA,CO,CT,DC,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,PR,RI,SC,SD,TN,TX,UT,VA,VI,VT,WA,WI,WV,WY,BI,GU}
@attribute GSLO {PK,09,KG,07,'M ',03,08,05,06,10,02,04,01,12,'N ',UG,11,AE}
@attribute GSHI {05,12,06,02,08,01,07,09,04,03,KG,10,PK,11,'N ',UG,13,AE}
@attribute VIRTUAL {'Not Virtual','Supplemental Virtual','Virtual with face to face options',N,M,'Full Virtual'}
@attribute ULOCALE {City,Suburb,Town,Rural}
@attribute TITLEI {1-Yes,'Not Applicable',Missing}
@attribute STITLEI {1-Yes,'Not Applicable',2-No,Missing}
@attribute ASALM numeric
@attribute WHALF numeric
@attribute SCHOOL_TYPE_TEXT {'Regular school','Alternative/other school','Special education school','Vocational school'}
@attribute SCHOOL_LEVEL {Elementary,High,Other,'Not reported',Middle,Secondary,Prekindergarten,'Not applicable',Ungraded,'Adult Education'}
@attribute CHARTER_TEXT {No,Yes,Missing}
@attribute MAGNET_TEXT {No,Missing,Yes,'Not Applicable'}

@data
ID,PK,05,'Not Virtual',Suburb,1-Yes,1-Yes,0,78,'Regular school',Elementary,No,No
VA,09,12,'Supplemental Virtual',City,'Not Applicable','Not Applicable',22,466,'Regular school',High,No,No
UT,10,12,'Not Virtual',City,'Not Applicable','Not Applicable',9,434,'Regular school',High,No,No
TX,PK,05,'Not Virtual',City,1-Yes,1-Yes,16,52,'Regular school',Elementary,No,No
TX,PK,05,'Not Virtual',City,1-Yes,1-Yes,2,15,'Regular school',Elementary,No,No
KY,04,05,'Not Virtual',Town,1-Yes,1-Yes,3,206,'Regular school',Elementary,Missing,No
OH,KG,03,'Not Virtual',Rural,1-Yes,2-No,30,279,'Regular school',Elementary,No,'Not Applicable'
AL,PK,06,'Not Virtual',Rural,1-Yes,1-Yes,0,126,'Regular school',Elementary,No,No
PA,PK,08,'Not Virtual',City,1-Yes,1-Yes,3,3,'Regular school',Elementary,No,No
AZ,PK,06,'Not Virtual',Town,1-Yes,1-Yes,0,1,'Regular school',Elementary,No,'Not Applicable'
RI,09,12,'Not Virtual',Suburb,1-Yes,2-No,9,684,'Regular school',High,No,Missing
NC,07,08,'Supplemental Virtual',Town,1-Yes,1-Yes,3,79,'Regular school',Middle,No,No
TX,KG,05,'Not Virtual',Suburb,1-Yes,1-Yes,0,5,'Regular school',Elementary,No,Yes
TX,09,12,'Not Virtual',Suburb,1-Yes,1-Yes,5,29,'Regular school',High,No,Yes
FL,10,12,'Not Virtual',Rural,'Not Applicable','Not Applicable',5,117,'Regular school',High,Yes,No
CA,09,12,'Supplemental Virtual',Suburb,'Not Applicable','Not Applicable',217,326,'Regular school',High,No,No
NY,06,08,'Not Virtual',Town,1-Yes,1-Yes,7,164,'Regular school',Middle,No,No
VA,09,12,'Supplemental Virtual',City,'Not Applicable','Not Applicable',19,273,'Regular school',High,No,Yes
NY,KG,05,'Not Virtual',City,1-Yes,1-Yes,47,35,'Regular school',Elementary,Yes,No
MI,PK,05,'Not Virtual',Suburb,1-Yes,1-Yes,37,112,'Regular school',Elementary,No,No
VA,PK,05,'Not Virtual',City,1-Yes,1-Yes,3,138,'Regular school',Elementary,No,No
NC,09,12,'Not Virtual',Rural,1-Yes,1-Yes,8,204,'Regular school',High,No,No
PA,KG,03,'Not Virtual',Suburb,1-Yes,1-Yes,6,161,'Regular school',Elementary,No,No
NC,PK,05,'Not Virtual',Rural,1-Yes,2-No,7,164,'Regular school',Elementary,No,No
TX,09,12,'Not Virtual',Suburb,1-Yes,2-No,102,337,'Regular school',High,No,No
NY,09,12,'Not Virtual',Suburb,'Not Applicable','Not Applicable',18,87,'Regular school',High,No,No
GA,PK,02,'Not Virtual',Rural,1-Yes,2-No,9,138,'Regular school',Elementary,No,No
NY,PK,05,'Not Virtual',City,1-Yes,1-Yes,3,7,'Regular school',Elementary,No,No
CA,KG,12,'Not Virtual',Suburb,'Not Applicable','Not Applicable',1,47,'Regular school',Other,Yes,No
CA,KG,05,'Not Virtual',Suburb,1-Yes,1-Yes,11,9,'Regular school',Elementary,No,No
VA,PK,05,'Not Virtual',City,1-Yes,1-Yes,0,10,'Regular school',Elementary,No,No
TX,06,08,'Not Virtual',Town,1-Yes,1-Yes,0,1,'Regular school',Middle,No,No
TX,PK,04,'Not Virtual',Rural,1-Yes,1-Yes,1,87,'Regular school',Elementary,No,No
AZ,07,08,'Not Virtual',Town,1-Yes,1-Yes,2,114,'Regular school',Middle,No,'Not Applicable'
TX,PK,05,'Not Virtual',Rural,1-Yes,1-Yes,0,119,'Regular school',Elementary,No,No
PA,09,12,'Not Virtual',Town,1-Yes,1-Yes,0,277,'Regular school',High,No,No
VA,PK,05,'Not Virtual',Town,'Not Applicable','Not Applicable',7,189,'Regular school',Elementary,No,No
LA,01,05,'Not Virtual',Suburb,1-Yes,1-Yes,15,126,'Regular school',Elementary,No,No
MI,PK,04,'Not Virtual',City,1-Yes,1-Yes,4,75,'Regular school',Elementary,No,No
PA,08,12,'Not Virtual',Rural,'Not Applicable','Not Applicable',2,373,'Regular school',High,No,No
NY,09,12,'Not Virtual',City,1-Yes,1-Yes,134,19,'Regular school',High,No,No
WA,PK,12,'Not Virtual',City,'Not Applicable','Not Applicable',1,16,'Special education school',Other,No,No
OH,PK,05,'Not Virtual',Town,1-Yes,1-Yes,1,108,'Regular school',Elementary,No,'Not Applicable'
PA,KG,06,'Not Virtual',Suburb,'Not Applicable','Not Applicable',4,164,'Regular school',Elementary,No,No
GA,PK,05,'Not Virtual',Suburb,1-Yes,1-Yes,3,194,'Regular school',Elementary,No,No
FL,09,12,'Not Virtual',Suburb,'Not Applicable','Not Applicable',94,804,'Regular school',High,No,No
NC,PK,05,'Supplemental Virtual',Town,1-Yes,1-Yes,1,76,'Regular school',Elementary,No,No
FL,PK,05,'Not Virtual',City,1-Yes,1-Yes,6,25,'Regular school',Elementary,No,No
SC,09,09,'Supplemental Virtual',Rural,'Not Applicable','Not Applicable',16,166,'Regular school',Secondary,No,No
TX,09,12,'Not Virtual',City,1-Yes,1-Yes,4,5,'Regular school',High,No,No
SC,PK,05,'Not Virtual',Suburb,'Not Applicable','Not Applicable',19,450,'Regular school',Elementary,No,Yes
PA,KG,05,'Not Virtual',Rural,1-Yes,1-Yes,0,150,'Regular school',Elementary,No,No
FL,06,08,'Not Virtual',Suburb,1-Yes,1-Yes,28,254,'Regular school',Middle,No,No
MI,PK,05,'Not Virtual',Rural,'Not Applicable','Not Applicable',1,123,'Regular school',Elementary,No,No
FL,KG,08,'Not Virtual',City,'Not Applicable','Not Applicable',11,176,'Regular school',Elementary,Yes,No
VA,PK,05,'Not Virtual',Rural,1-Yes,1-Yes,1,121,'Regular school',Elementary,No,No
CA,KG,04,'Not Virtual',Suburb,1-Yes,1-Yes,53,60,'Regular school',Elementary,No,No
NY,06,08,'Not Virtual',City,1-Yes,1-Yes,1,1,'Regular school',Middle,Yes,No
NC,06,08,'Not Virtual',Suburb,1-Yes,1-Yes,6,209,'Regular school',Middle,No,No
TX,PK,05,'Not Virtual',Rural,1-Yes,1-Yes,0,5,'Regular school',Elementary,No,No
AL,PK,05,'Not Virtual',City,1-Yes,1-Yes,3,12,'Regular school',Elementary,No,No
CA,09,12,'Not Virtual',Rural,'Not Applicable','Not Applicable',26,404,'Regular school',High,No,No
